Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
11143,1.23,Premium,I,SI1,62.5,59.0,6.8,6.84,4.26,5412
26649,0.3,Very Good,G,VS1,62.4,58.0,4.22,4.24,2.64,605
9570,1.33,Ideal,H,VS2,62.6,57.0,7.02,6.98,4.38,7850
18563,0.9,Good,G,VS1,63.7,56.0,6.07,6.15,3.89,4540
912,0.34,Ideal,H,VVS1,61.8,57.0,4.46,4.44,2.75,995
15527,1.01,Very Good,G,SI1,63.5,60.0,6.41,6.38,3.92,4271
22570,0.7,Very Good,F,VS2,62.9,58.0,5.63,5.65,3.55,2803
23676,0.3,Ideal,I,SI2,62.4,54.0,4.32,4.34,2.7,367
23041,0.7,Ideal,D,SI1,62.5,56.0,5.67,5.73,3.56,2612
19141,1.08,Ideal,F,I1,61.8,56.0,6.64,6.62,4.1,3168
14456,0.31,Very Good,G,VVS1,62.8,57.0,4.3,4.33,2.71,761
18689,0.32,Ideal,F,VVS1,61.7,56.0,4.4,4.42,2.72,926
2339,0.3,Ideal,G,VVS2,61.8,57.0,4.31,4.33,2.67,850
18420,0.32,Ideal,E,VS1,61.8,55.0,4.43,4.4,2.73,972
6505,0.71,Premium,H,SI2,62.4,56.0,5.7,5.64,3.54,2028
13250,0.39,Premium,E,VS1,59.6,60.0,4.72,4.75,2.82,1026
16051,0.4,Very Good,F,SI1,62.1,57.0,4.65,4.69,2.9,687
4408,2.13,Premium,J,VS2,59.6,59.0,8.43,8.37,5.01,15110
6368,0.3,Very Good,E,VS2,62.4,56.0,4.26,4.33,2.68,658
12219,0.3,Ideal,J,VS2,61.9,56.0,4.33,4.3,2.67,630
7817,0.41,Premium,G,VS2,59.2,58.0,4.83,4.8,2.85,1061
24279,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,5839
22347,0.7,Very Good,G,SI1,62.8,58.0,5.64,5.69,3.56,2209
17267,2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,14083
7316,0.9,Ideal,E,SI2,62.6,56.0,6.15,6.06,3.82,3200
13203,0.43,Ideal,I,VVS1,62.2,57.0,4.81,4.84,3.0,905
16917,0.46,Ideal,I,VS1,62.3,56.0,4.93,4.96,3.08,911
7634,0.93,Very Good,H,SI2,61.9,57.0,6.25,6.31,3.89,3452
21214,1.52,Premium,H,VS1,61.4,58.0,7.44,7.3,4.55,11621
16505,0.41,Very Good,I,VVS2,,57.0,4.76,4.72,3.01,1061
18691,0.6,Very Good,F,IF,60.1,54.0,5.5,5.58,3.33,2988
24157,1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,4525
19944,0.3,Very Good,H,VVS1,63.1,54.0,4.34,4.28,2.72,819
2458,1.5,Very Good,E,SI1,61.9,59.0,7.26,7.32,4.51,11717
13788,0.42,Ideal,F,VVS2,62.2,56.0,4.82,4.79,2.99,1221
20180,2.52,Fair,J,SI2,65.1,56.0,8.51,8.43,5.51,15776
3720,0.29,Very Good,G,VS1,58.1,59.0,4.39,4.42,2.56,660
16890,0.31,Good,G,SI2,63.2,55.0,4.31,4.33,2.73,408
19296,0.32,Ideal,E,VS2,61.9,56.0,4.35,4.4,2.71,702
4949,0.51,Ideal,E,VS2,62.5,55.0,5.13,5.08,3.19,1781
6028,0.54,Premium,D,SI1,62.0,55.0,5.24,5.21,3.24,1786
2179,0.42,Premium,G,IF,61.6,58.0,4.76,4.79,2.94,1400
10611,1.0,Very Good,G,VS2,,57.0,6.33,6.37,3.99,5227
11072,0.9,Very Good,H,VS1,63.6,55.0,6.15,6.11,3.9,4685
22383,0.38,Ideal,F,SI1,61.8,55.0,4.66,4.69,2.89,640
21296,1.05,Very Good,F,SI2,62.1,58.0,6.47,6.5,4.03,4436
16964,1.54,Premium,G,SI2,62.4,57.0,7.39,7.36,4.6,8969
25045,2.01,Premium,J,VS2,60.4,59.0,8.15,8.1,4.91,13744
20856,0.54,Ideal,D,VS2,60.0,56.0,5.39,5.28,3.2,2177
13344,0.35,Ideal,G,IF,61.8,55.0,4.54,4.56,2.81,1044
1818,0.5,Very Good,G,VVS2,61.4,57.0,5.1,5.16,3.15,1813
5995,0.27,Ideal,H,VS2,60.5,57.0,4.17,4.19,2.53,397
21627,1.7,Very Good,E,VS2,58.6,62.0,7.84,7.92,4.62,18176
11888,1.0,Very Good,G,SI2,62.8,57.0,6.31,6.37,3.98,4207
18471,0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,711
5806,2.16,Very Good,I,SI1,58.5,60.0,8.49,8.54,4.98,17772
24509,1.51,Ideal,E,SI2,62.6,53.0,7.4,7.32,4.61,10147
12113,2.51,Very Good,I,SI2,62.3,57.0,8.69,8.76,5.44,18090
21342,2.02,Ideal,I,SI2,60.9,60.0,8.08,8.14,4.94,14027
11828,1.09,Ideal,E,SI2,59.4,57.0,6.74,6.65,3.98,3760
6513,1.05,Ideal,F,VS1,62.1,56.0,6.54,6.59,4.08,7955
15712,0.9,Very Good,G,SI2,63.5,57.0,6.09,6.13,3.88,3350
6363,1.24,Ideal,G,IF,62.4,56.0,6.86,6.89,4.29,11376
17501,0.31,Ideal,D,VS2,62.1,54.0,4.36,4.34,2.7,942
9612,0.51,Very Good,J,SI1,63.2,56.0,5.06,5.1,3.21,977
17143,1.28,Very Good,J,SI1,63.4,59.0,6.89,6.84,4.35,4967
1516,1.5,Good,J,VS2,61.7,56.0,7.23,7.33,4.49,7177
14811,0.4,Ideal,E,SI1,60.6,56.0,4.77,4.78,2.9,772
19817,0.4,Ideal,E,VVS2,61.5,56.0,4.74,4.79,2.93,1158
16902,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,8319
24822,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,12098
4912,0.85,Very Good,E,VS2,60.2,60.0,6.09,6.14,3.68,3871
11401,0.41,Ideal,F,VVS1,61.7,57.0,4.8,4.77,2.95,1356
20107,1.5,Good,I,SI1,64.0,60.0,7.13,7.25,4.6,8580
6418,0.24,Ideal,I,VVS2,61.5,56.0,4.02,4.05,2.48,523
15983,0.74,Fair,H,VS1,,63.0,5.63,5.5,3.69,2193
12697,0.71,Good,J,SI1,61.5,62.0,5.61,5.66,3.47,1755
25321,0.57,Ideal,E,VS2,61.8,55.0,5.38,5.34,3.31,1949
21984,0.72,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56,2361
3500,0.54,Premium,E,VS2,59.2,58.0,5.32,5.35,3.16,1754
20074,2.01,Fair,H,SI2,65.8,63.0,7.77,7.68,5.08,13587
2298,0.43,Premium,G,VS1,60.9,57.0,4.91,4.88,2.98,1008
16415,1.76,Ideal,G,VS2,60.3,57.0,7.9,7.83,4.74,17442
9660,0.3,Ideal,E,VS2,61.5,56.0,4.29,4.33,2.65,658
20730,0.25,Ideal,F,VVS1,60.9,57.0,4.06,4.09,2.48,575
9054,0.3,Ideal,G,IF,61.4,57.0,4.37,4.33,2.67,956
16732,0.52,Ideal,D,VS1,60.9,56.0,5.21,5.17,3.16,1835
12806,0.7,Ideal,H,VS1,61.8,56.0,5.69,5.72,3.53,2691
20869,0.34,Ideal,I,SI1,61.9,57.0,4.49,4.52,2.79,459
20918,1.03,Ideal,F,SI2,62.3,56.0,6.51,6.43,4.03,4268
3261,0.41,Ideal,D,VVS1,62.3,57.0,4.77,4.73,2.96,1582
2137,1.51,Very Good,F,VS2,61.1,59.0,7.32,7.37,4.49,14165
3795,0.9,Very Good,D,SI1,63.5,57.0,6.15,6.11,3.89,4304
26527,0.34,Premium,G,VVS2,61.6,58.0,4.49,4.44,2.75,995
7056,0.3,Very Good,D,VVS2,62.9,56.0,4.27,4.29,2.69,752
1976,2.03,Premium,G,I1,61.1,58.0,8.11,8.06,4.94,6377
6898,0.39,Ideal,I,VVS2,60.8,56.0,4.74,4.76,2.89,849
16674,0.48,Very Good,D,IF,60.6,55.0,5.08,5.12,3.09,2677
3555,0.53,Ideal,E,VS1,60.9,57.0,5.19,5.25,3.18,1700
9718,0.53,Ideal,D,VS2,61.2,55.0,5.25,5.21,3.2,1956
1768,0.34,Ideal,G,VVS2,62.4,53.0,4.49,4.52,2.81,751
5662,0.41,Premium,F,SI1,61.0,60.0,4.77,4.81,2.92,755
9271,0.23,Very Good,E,VVS1,60.8,56.0,3.94,3.99,2.41,499
22819,0.42,Ideal,G,VS2,62.2,54.1,4.8,4.83,3.0,907
14718,0.55,Ideal,E,VS1,62.0,56.0,5.24,5.27,3.26,2001
12408,0.51,Ideal,J,SI1,,58.0,5.11,5.13,3.2,1023
19636,0.35,Premium,H,VVS1,62.1,58.0,4.52,4.46,2.79,1024
18106,0.24,Very Good,F,SI1,60.9,61.0,4.02,4.03,2.45,404
25558,1.01,Premium,F,VS2,62.2,60.0,6.4,6.37,3.97,6533
19546,2.01,Premium,H,SI2,61.5,59.0,8.12,8.08,4.98,11635
6621,0.57,Premium,G,SI1,62.6,56.0,5.29,5.26,3.3,1915
11609,1.26,Ideal,G,VS1,61.6,56.0,7.03,6.96,4.31,9243
1162,0.24,Very Good,H,VVS2,61.5,56.0,3.99,4.01,2.46,449
22558,0.4,Ideal,E,SI2,61.3,56.0,4.75,4.78,2.92,629
8732,1.0,Good,D,SI1,60.5,60.0,6.37,6.42,3.87,5546
19343,0.91,Premium,G,VVS2,61.8,58.0,6.16,6.24,3.83,5259
20651,0.7,Ideal,F,VS1,61.6,55.0,5.68,5.71,3.51,3399
23511,1.15,Premium,E,SI2,61.7,60.0,6.78,6.7,4.16,4328
13853,0.74,Very Good,E,SI2,59.9,59.0,5.93,5.95,3.56,2638
4864,0.5,Premium,G,SI1,62.9,59.0,5.09,5.06,3.19,1286
26013,0.31,Ideal,D,VS2,61.2,55.0,4.37,4.42,2.69,734
6796,0.7,Ideal,J,VS2,61.5,57.0,5.7,5.74,3.52,1971
18764,0.58,Ideal,H,SI1,60.9,57.0,5.38,5.33,3.26,1421
5235,0.34,Ideal,H,VVS2,60.9,55.0,4.52,4.54,2.75,652
22907,0.34,Ideal,H,VVS1,62.3,54.0,4.46,4.5,2.79,722
14723,0.7,Premium,E,VS2,62.8,61.0,5.66,5.62,3.54,2737
17863,2.21,Very Good,F,SI2,61.0,58.0,8.36,8.43,5.12,18483
11818,1.3,Premium,J,VVS2,62.9,60.0,6.91,6.86,4.33,6405
7512,0.7,Good,H,VS2,59.7,57.0,5.75,5.8,3.45,2347
23283,1.55,Premium,H,SI2,62.0,56.0,7.41,7.37,4.58,7319
21591,0.55,Premium,E,VS2,59.1,60.0,5.35,5.31,3.15,1664
3894,1.39,Very Good,I,I1,62.6,57.0,7.1,7.15,4.46,3914
11327,0.48,Ideal,I,SI1,62.5,54.0,5.04,5.07,3.16,841
25542,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1066
15988,0.56,Ideal,H,VVS2,61.8,56.0,5.28,5.33,3.28,2118
5875,0.4,Ideal,G,IF,61.8,55.0,4.75,4.79,2.95,1239
4855,0.29,Very Good,E,VS1,60.4,58.0,4.28,4.33,2.6,499
2950,2.03,Premium,J,SI2,60.9,60.0,8.21,8.1,4.97,12078
26408,0.33,Premium,F,VS2,62.1,59.0,4.39,4.44,2.74,666
12420,1.2,Premium,G,SI1,62.5,60.0,6.74,6.68,4.21,5868
7136,0.34,Ideal,E,VVS1,61.8,57.0,4.47,4.5,2.77,1001
18110,0.72,Ideal,E,SI1,60.5,55.0,5.8,5.86,3.53,3409
7173,0.55,Very Good,G,VS1,59.4,62.0,5.32,5.36,3.17,1667
16381,1.02,Ideal,G,SI1,62.2,56.0,6.44,6.46,4.01,5082
21955,0.56,Ideal,D,VS2,61.0,57.0,5.28,5.35,3.24,1963
19958,0.3,Ideal,G,VVS2,62.7,57.0,4.26,4.32,2.69,684
14629,1.02,Premium,F,VS1,62.7,55.0,6.43,6.37,4.01,7677
26064,1.71,Ideal,G,VS2,61.8,57.0,7.7,7.6,4.73,16817
14987,1.18,Ideal,E,VS1,62.4,54.0,6.79,6.74,4.22,9886
8676,0.32,Ideal,E,SI2,61.3,56.0,4.42,4.45,2.72,427
18680,2.01,Fair,H,VS2,66.1,53.0,7.82,7.92,5.2,15888
9743,0.61,Ideal,E,VS2,61.9,53.0,5.45,5.5,3.39,2248
22231,1.23,Ideal,G,VS1,61.2,56.0,6.92,6.98,4.25,9119
19432,0.59,Premium,E,VS2,62.5,56.0,5.4,5.36,3.36,2578
13470,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,4544
10323,1.53,Premium,E,SI1,60.8,60.0,7.51,7.43,4.54,12499
2274,0.7,Very Good,F,SI1,61.5,60.0,5.65,5.7,3.49,2553
10735,1.25,Ideal,G,VS2,62.4,55.0,6.93,6.86,4.3,9030
22959,1.02,Premium,F,SI1,60.1,60.0,6.58,6.53,3.94,5686
22493,1.07,Premium,D,VS1,62.0,60.0,6.55,6.49,4.04,8359
9406,1.0,Very Good,E,SI1,62.1,57.0,6.35,6.4,3.96,4864
3561,1.51,Premium,E,VS2,62.2,59.0,7.4,7.36,4.59,14844
25549,0.4,Very Good,E,VS2,62.2,58.0,4.67,4.72,2.92,912
16106,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,955
16099,1.21,Ideal,F,VS1,61.8,56.0,6.84,6.86,4.23,10504
11806,0.32,Ideal,G,IF,,55.0,4.41,4.43,2.73,918
5554,0.55,Ideal,D,SI1,60.9,56.0,5.31,5.34,3.24,2018
5287,1.5,Premium,D,SI2,59.9,62.0,7.4,7.37,4.42,10517
4935,1.02,Premium,G,SI1,61.1,58.0,6.52,6.48,3.97,5255
5973,1.02,Premium,F,SI2,,58.0,6.49,6.42,3.97,4541
4732,1.13,Ideal,G,VS2,62.1,53.0,6.69,6.74,4.17,7140
11028,0.3,Premium,E,VVS2,61.8,58.0,4.29,4.26,2.64,1013
15182,0.73,Ideal,G,VVS2,61.3,57.0,5.84,5.81,3.57,2869
21017,2.42,Ideal,H,SI2,62.3,57.0,8.62,8.55,5.35,16826
17182,0.94,Ideal,E,SI2,61.6,57.0,6.29,6.31,3.88,4972
4508,0.9,Very Good,F,SI1,60.4,60.0,6.23,6.29,3.78,3950
989,0.73,Premium,F,SI1,58.7,59.0,5.97,5.92,3.49,2644
16857,1.02,Premium,H,VS1,62.1,57.0,6.46,6.42,4.0,4827
24192,1.1,Premium,G,VS2,59.4,60.0,6.78,6.72,4.01,7022
16054,1.06,Ideal,G,VS1,61.4,56.0,6.55,6.58,4.03,7589
26657,0.4,Very Good,D,VS1,64.0,57.0,4.66,4.69,2.99,995
25521,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1827
2416,0.38,Ideal,D,VS1,62.5,56.0,4.67,4.64,2.91,1140
14921,1.0,Premium,E,VVS2,61.6,59.0,6.46,6.42,3.97,9050
4132,2.01,Very Good,I,SI1,61.8,62.0,7.98,8.07,4.96,13691
14563,0.9,Very Good,E,SI1,63.2,54.0,6.1,6.17,3.88,4382
20855,0.24,Ideal,F,VS2,61.8,57.0,3.97,4.02,2.47,417
25618,0.74,Ideal,D,VS2,62.0,57.0,5.79,5.83,3.6,3487
25128,0.42,Ideal,D,VVS2,62.5,57.0,4.77,4.8,2.99,1326
12191,0.3,Ideal,G,VS1,60.6,57.0,4.38,4.4,2.66,624
8308,2.0,Good,D,SI2,60.3,56.0,8.08,8.11,4.88,16425
3338,0.33,Premium,G,VS2,62.1,56.0,4.44,4.41,2.75,743
609,0.42,Very Good,G,VS1,59.4,59.0,4.86,4.9,2.9,921
15013,0.71,Very Good,F,SI2,60.5,62.0,5.75,5.79,3.49,2138
2771,0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,1389
23926,0.64,Very Good,H,VVS2,60.0,59.0,5.59,5.65,3.37,2060
2825,0.89,Ideal,D,SI2,,56.0,6.22,6.25,3.79,4192
11873,0.4,Very Good,D,SI1,60.0,56.0,4.82,4.85,2.9,708
6695,1.57,Ideal,I,VS2,62.7,56.0,7.36,7.4,4.63,10278
12564,0.38,Ideal,H,SI1,61.2,56.0,4.63,4.68,2.85,650
10722,0.33,Premium,I,VVS2,62.2,59.0,4.41,4.47,2.76,579
6025,2.14,Very Good,D,SI2,60.3,60.0,8.31,8.43,5.05,18526
22130,0.31,Ideal,J,VS1,61.9,54.7,4.34,4.36,2.69,429
25302,2.06,Ideal,I,SI1,62.0,56.0,8.12,8.17,5.05,16960
21613,1.25,Ideal,F,VS1,62.0,55.0,6.95,6.91,4.3,9761
2940,2.16,Premium,H,SI2,59.7,60.0,8.38,8.3,4.98,16400
24079,0.76,Very Good,I,SI1,57.5,62.0,6.03,6.08,3.48,2316
2352,0.9,Premium,H,VVS2,62.0,58.0,6.16,6.13,3.81,4355
15101,1.02,Ideal,D,SI2,61.7,58.0,6.41,6.49,3.98,5426
20182,0.67,Good,I,VS2,60.7,61.4,5.6,5.64,3.41,1708
16691,0.3,Ideal,F,VS1,62.6,57.0,4.34,4.29,2.7,731
12458,2.04,Very Good,I,VS1,61.8,60.0,8.11,8.21,5.04,18127
6886,1.07,Premium,I,I1,59.8,59.0,6.68,6.62,3.98,2260
5457,1.7,Premium,J,SI2,63.0,60.0,7.59,7.53,4.76,7650
12979,0.3,Ideal,F,VS2,60.9,56.0,4.35,4.32,2.64,776
4346,1.07,Premium,F,VS2,62.4,57.0,6.55,6.5,4.07,6274
21725,1.2,Premium,G,SI1,63.0,58.0,6.72,6.68,4.22,6026
1757,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,4662
14972,0.31,Premium,H,VVS2,61.4,58.0,4.35,4.32,2.66,802
15098,1.5,Premium,E,SI1,60.0,58.0,7.5,7.47,4.49,11795
20932,2.31,Premium,H,SI2,62.1,58.0,8.55,8.47,5.29,12269
11449,0.39,Ideal,D,VS1,61.9,57.0,4.71,4.69,2.91,1170
21186,0.53,Ideal,D,VS2,61.4,55.0,5.21,5.25,3.21,1857
19111,0.31,Very Good,G,VVS1,59.8,62.0,4.35,4.41,2.62,761
1995,0.52,Ideal,D,VS2,62.3,54.0,5.14,5.19,3.22,1822
9871,1.5,Good,H,SI1,64.3,60.0,7.14,7.23,4.62,9768
7652,0.42,Ideal,D,VS2,61.5,55.0,4.83,4.86,2.98,961
6662,1.53,Ideal,I,VS1,62.9,57.0,7.36,7.3,4.61,7968
3608,0.52,Ideal,D,VS2,62.6,55.0,5.12,5.14,3.21,1822
2610,1.06,Premium,E,SI1,63.0,56.0,6.54,6.45,4.09,4689
10540,1.5,Fair,F,VVS2,64.7,53.0,7.22,7.15,4.65,16364
24142,0.41,Ideal,I,VVS2,61.6,57.0,4.76,4.78,2.94,827
26277,0.75,Ideal,J,VS2,62.3,57.0,5.81,5.84,3.63,1923
19924,0.25,Very Good,E,VVS2,62.2,58.0,4.03,4.11,2.53,548
3120,0.58,Premium,H,SI2,59.0,61.0,5.45,5.42,3.21,1066
15947,0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,421
13852,0.9,Good,G,I1,63.6,61.0,6.07,6.03,3.85,2344
25687,1.09,Premium,H,SI1,61.6,57.0,6.63,6.59,4.07,5219
24816,2.19,Good,I,SI2,63.7,57.0,8.23,8.19,5.23,11522
3248,0.45,Very Good,D,VS2,62.9,58.4,4.83,4.86,3.04,1311
18286,0.33,Ideal,I,IF,61.6,55.0,4.46,4.47,2.75,694
5424,1.29,Premium,H,VS2,62.4,57.0,6.98,6.92,4.34,6987
20906,0.57,Very Good,E,VS2,63.0,59.0,5.25,5.29,3.32,1654
17617,0.92,Premium,E,SI2,61.7,59.0,6.18,6.27,3.84,4011
19130,0.28,Ideal,E,VVS2,60.3,57.0,4.21,4.25,2.55,646
17087,0.7,Ideal,I,VS1,63.0,54.0,5.63,5.7,3.57,2142
26924,0.51,Ideal,D,VS2,,57.0,5.12,5.09,3.18,1882
7557,0.3,Ideal,G,VS2,62.0,54.0,4.33,4.35,2.69,545
4848,0.44,Ideal,G,IF,61.6,55.0,4.9,4.93,3.03,2506
8164,1.21,Premium,G,VS1,59.5,58.0,6.97,7.01,4.16,8305
7238,1.1,Ideal,G,SI2,62.1,58.0,6.61,6.63,4.11,5361
26791,0.51,Good,F,SI1,64.0,57.0,5.06,5.01,3.22,1274
20860,0.56,Ideal,F,VS2,62.3,55.0,5.28,5.32,3.3,1608
25517,0.9,Premium,H,VS2,63.0,61.0,6.14,6.05,3.84,3810
2604,1.51,Premium,G,SI2,62.7,57.0,7.33,7.29,4.58,7145
22813,1.41,Premium,H,SI2,59.1,57.0,7.41,7.34,4.36,7106
5356,0.72,Premium,D,SI1,62.7,59.0,5.73,5.69,3.58,2782
10147,1.21,Very Good,H,SI1,62.8,56.0,6.8,6.83,4.28,6022
16320,2.5,Good,J,VS2,62.0,58.0,8.63,8.6,5.34,18325
23552,0.51,Good,G,VVS2,,56.0,5.27,5.35,3.06,1885
3691,0.3,Premium,G,VVS2,61.2,58.0,4.32,4.34,2.65,684
1404,1.05,Ideal,H,VS2,61.7,57.0,6.55,6.52,4.03,5833
8823,0.43,Premium,H,SI1,59.0,58.0,4.93,4.96,2.92,716
6141,0.35,Premium,G,SI1,60.3,60.0,4.57,4.59,2.76,522
8578,1.2,Very Good,E,VVS1,61.3,60.0,6.77,6.84,4.17,13015
14759,0.41,Very Good,D,VS1,63.4,56.0,4.7,4.76,3.0,991
12434,0.5,Ideal,D,VVS2,60.7,57.0,5.2,5.15,3.14,2376
18492,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6905
7124,1.02,Premium,E,SI1,62.6,58.0,6.44,6.47,4.05,5183
2926,1.22,Premium,H,VS2,60.8,59.0,6.93,6.86,4.19,7310
4991,1.25,Premium,H,VS1,59.3,57.0,7.11,7.05,4.2,7560
25266,0.7,Very Good,E,SI2,60.1,56.0,5.76,5.79,3.47,2290
2296,0.78,Premium,F,SI1,60.8,60.0,5.97,5.94,3.62,2826
25658,0.74,Good,G,VS2,64.2,53.0,5.72,5.69,3.66,2322
10546,1.0,Premium,D,SI1,62.2,58.0,6.45,6.34,3.98,5723
17453,1.26,Ideal,I,SI2,59.6,57.0,7.04,7.01,4.19,4704
24370,0.9,Good,G,VVS2,62.6,58.0,6.1,6.13,3.83,4668
1395,0.41,Ideal,H,IF,61.8,55.0,4.79,4.82,2.97,1100
10925,0.31,Very Good,G,SI1,61.7,55.0,4.37,4.38,2.7,462
7302,1.31,Premium,G,VS2,60.3,59.0,7.12,7.08,4.28,8979
15981,1.22,Very Good,G,SI1,62.1,58.0,6.84,6.89,4.26,6334
19959,1.01,Very Good,I,SI1,62.1,58.0,6.38,6.44,3.98,3888
4583,0.34,Premium,G,VS2,,58.0,4.46,4.5,2.74,596
10353,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1053
5908,0.76,Very Good,G,VVS2,61.5,59.0,5.83,5.91,3.61,3394
23645,0.48,Very Good,D,VVS2,59.5,57.0,5.16,5.12,3.06,2329
25202,0.9,Ideal,I,SI1,60.8,57.0,6.25,6.22,3.79,3251
6308,0.35,Very Good,I,VS2,62.9,57.0,4.5,4.53,2.84,491
9014,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,1220
15356,0.9,Premium,E,VS2,,59.0,6.14,6.06,3.82,4687
16543,0.35,Ideal,D,VVS1,61.5,57.0,4.52,4.55,2.79,1167
22623,0.41,Premium,E,SI2,60.6,60.0,4.83,4.8,2.92,771
3360,0.41,Good,G,VVS1,61.0,61.0,4.77,4.8,2.92,986
20009,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,2846
16056,0.34,Premium,I,SI1,62.7,58.0,4.4,4.43,2.77,447
25062,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,10473
8398,0.7,Ideal,F,SI2,62.6,53.0,5.72,5.69,3.57,2011
9191,0.7,Premium,E,SI2,61.8,60.0,5.65,5.61,3.48,2342
2592,0.9,Fair,D,SI1,65.7,65.0,6.06,5.94,3.94,3751
943,0.83,Ideal,J,VS2,62.1,56.0,5.98,6.03,3.73,2570
12353,0.33,Ideal,H,VVS2,62.2,56.0,4.46,4.44,2.77,854
15348,0.35,Ideal,I,VS1,60.9,57.0,4.54,4.59,2.78,552
23397,1.51,Ideal,G,SI2,62.3,56.0,7.31,7.37,4.57,9391
3527,0.3,Good,H,SI1,63.4,58.0,4.26,4.29,2.71,421
458,1.01,Ideal,G,SI1,62.3,57.0,6.41,6.36,3.98,4694
14091,1.04,Very Good,I,SI1,64.1,57.0,6.35,6.38,4.08,4190
23973,0.7,Good,E,SI1,65.0,57.0,5.53,5.58,3.61,2038
11336,0.41,Very Good,G,SI1,62.5,57.0,4.69,4.72,2.94,719
10868,0.41,Ideal,J,VS1,61.3,57.0,4.81,4.84,2.96,648
16094,2.14,Premium,G,SI2,60.1,58.0,8.4,8.35,5.03,12792
24674,0.7,Ideal,I,VVS2,62.5,54.0,5.69,5.74,3.57,2276
5193,2.01,Ideal,E,SI2,62.2,57.0,8.04,8.09,5.02,17688
23598,1.0,Very Good,H,SI2,63.7,58.0,6.31,6.35,4.03,4395
24803,1.52,Premium,F,VS2,61.4,58.0,7.42,7.37,4.54,15792
12440,0.37,Ideal,E,SI1,61.9,56.0,4.57,4.6,2.84,649
18755,1.21,Very Good,G,VVS2,59.3,58.0,7.01,7.05,4.17,9942
17845,0.45,Fair,F,VS1,66.9,54.0,4.85,4.75,3.21,945
2673,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,619
18822,0.3,Very Good,F,VS1,59.8,59.0,4.3,4.43,2.61,704
5036,0.3,Good,H,VVS2,63.7,55.0,4.27,4.24,2.71,776
3335,0.31,Good,F,SI1,63.5,56.0,4.3,4.33,2.74,516
914,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,1415
14202,1.04,Very Good,D,VVS2,58.3,61.0,6.63,6.69,3.88,9254
17005,0.9,Good,G,SI1,65.2,58.0,6.0,6.06,3.93,3669
20719,0.45,Ideal,I,VS1,62.1,55.0,4.9,4.92,3.05,825
10023,0.32,Ideal,D,VVS2,62.2,56.0,4.37,4.41,2.73,790
11992,0.34,Ideal,G,VS2,61.8,56.0,4.48,4.52,2.78,596
4362,0.32,Premium,H,VVS2,62.2,58.0,4.38,4.33,2.71,773
22797,1.19,Ideal,F,VVS2,60.8,57.0,6.85,6.83,4.16,10748
16050,1.5,Good,F,SI2,62.6,64.0,7.25,7.19,4.52,8820
18111,0.74,Premium,H,VS2,60.2,58.0,5.92,5.88,3.55,2553
15545,1.51,Very Good,E,SI1,62.8,59.0,7.26,7.3,4.57,11460
23832,1.08,Ideal,H,SI2,61.2,57.4,6.57,6.63,4.04,4564
11049,1.07,Ideal,E,VS2,60.0,56.0,6.64,6.62,3.98,7190
17210,0.33,Very Good,E,VVS1,63.2,53.0,4.42,4.47,2.81,770
6995,0.3,Ideal,E,IF,61.1,57.0,4.31,4.33,2.64,957
21973,0.4,Good,F,VS2,64.1,56.0,4.65,4.71,3.0,723
18538,0.72,Very Good,F,VVS2,63.6,59.0,5.65,5.7,3.61,3420
10458,1.72,Premium,F,SI1,62.0,58.0,7.68,7.65,4.75,14892
17948,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,489
5521,1.02,Ideal,D,VVS2,62.0,56.0,6.43,6.48,4.0,10967
13773,0.71,Very Good,G,SI2,63.4,56.0,5.71,5.6,3.59,1740
3223,0.31,Very Good,G,VVS2,62.3,59.0,4.29,4.32,2.68,617
19640,0.32,Ideal,G,VVS1,61.1,55.0,4.45,4.48,2.73,814
2840,0.3,Very Good,F,VS2,62.8,58.0,4.24,4.29,2.68,605
15034,1.62,Ideal,G,SI1,62.2,56.0,7.48,7.53,4.67,12295
